question_id,img_id,question,answer,false option
00000059,down/circle_brown_133.png,What direction does the circle move in the frame?,down,up|left|right
00000060,down/circle_brown_135.png,What direction does the circle move in the frame?,down,up|left|right
00000061,down/circle_cyan_004.png,What direction does the circle move in the frame?,down,up|left|right
00000062,down/circle_cyan_010.png,What direction does the circle move in the frame?,down,up|left|right
00000063,down/circle_cyan_011.png,What direction does the circle move in the frame?,down,up|left|right
00000064,down/circle_cyan_017.png,What direction does the circle move in the frame?,down,up|left|right
00000065,down/circle_cyan_018.png,What direction does the circle move in the frame?,down,up|left|right
00000066,down/circle_cyan_023.png,What direction does the circle move in the frame?,down,up|left|right
00000067,down/circle_cyan_027.png,What direction does the circle move in the frame?,down,up|left|right
00000068,down/circle_cyan_032.png,What direction does the circle move in the frame?,down,up|left|right
00000069,down/circle_cyan_033.png,What direction does the circle move in the frame?,down,up|left|right
00000070,down/circle_cyan_036.png,What direction does the circle move in the frame?,down,up|left|right
00000071,down/circle_cyan_043.png,What direction does the circle move in the frame?,down,up|left|right
00000072,down/circle_cyan_045.png,What direction does the circle move in the frame?,down,up|left|right
00000073,down/circle_cyan_047.png,What direction does the circle move in the frame?,down,up|left|right
00000074,down/circle_cyan_051.png,What direction does the circle move in the frame?,down,up|left|right
00000075,down/circle_cyan_054.png,What direction does the circle move in the frame?,down,up|left|right
00000076,down/circle_cyan_058.png,What direction does the circle move in the frame?,down,up|left|right
00000077,down/circle_cyan_059.png,What direction does the circle move in the frame?,down,up|left|right
00000078,down/circle_cyan_065.png,What direction does the circle move in the frame?,down,up|left|right
00000079,down/circle_cyan_070.png,What direction does the circle move in the frame?,down,up|left|right
00000080,down/circle_cyan_072.png,What direction does the circle move in the frame?,down,up|left|right
00000081,down/circle_cyan_073.png,What direction does the circle move in the frame?,down,up|left|right
00000082,down/circle_cyan_076.png,What direction does the circle move in the frame?,down,up|left|right
00000083,down/circle_cyan_077.png,What direction does the circle move in the frame?,down,up|left|right
00000084,down/circle_cyan_081.png,What direction does the circle move in the frame?,down,up|left|right
00000085,down/circle_cyan_087.png,What direction does the circle move in the frame?,down,up|left|right
00000086,down/circle_cyan_091.png,What direction does the circle move in the frame?,down,up|left|right
00000087,down/circle_cyan_092.png,What direction does the circle move in the frame?,down,up|left|right
00000088,down/circle_cyan_115.png,What direction does the circle move in the frame?,down,up|left|right
00000089,down/circle_cyan_139.png,What direction does the circle move in the frame?,down,up|left|right
00000090,down/circle_cyan_140.png,What direction does the circle move in the frame?,down,up|left|right
00000091,down/circle_green_004.png,What direction does the circle move in the frame?,down,up|left|right
00000092,down/circle_green_005.png,What direction does the circle move in the frame?,down,up|left|right
00000093,down/circle_green_018.png,What direction does the circle move in the frame?,down,up|left|right
00000094,down/circle_green_028.png,What direction does the circle move in the frame?,down,up|left|right
00000095,down/circle_green_032.png,What direction does the circle move in the frame?,down,up|left|right
00000096,down/circle_green_033.png,What direction does the circle move in the frame?,down,up|left|right
00000097,down/circle_green_036.png,What direction does the circle move in the frame?,down,up|left|right
00000098,down/circle_green_041.png,What direction does the circle move in the frame?,down,up|left|right
00000099,down/circle_green_059.png,What direction does the circle move in the frame?,down,up|left|right
00000100,down/circle_green_063.png,What direction does the circle move in the frame?,down,up|left|right
00000101,down/circle_green_065.png,What direction does the circle move in the frame?,down,up|left|right
00000102,down/circle_green_073.png,What direction does the circle move in the frame?,down,up|left|right
00000103,down/circle_green_074.png,What direction does the circle move in the frame?,down,up|left|right
00000104,down/circle_green_077.png,What direction does the circle move in the frame?,down,up|left|right
00000105,down/circle_green_079.png,What direction does the circle move in the frame?,down,up|left|right
00000106,down/circle_green_082.png,What direction does the circle move in the frame?,down,up|left|right
00000107,down/circle_green_085.png,What direction does the circle move in the frame?,down,up|left|right
00000108,down/circle_green_090.png,What direction does the circle move in the frame?,down,up|left|right
00000109,down/circle_green_095.png,What direction does the circle move in the frame?,down,up|left|right
00000110,down/circle_green_097.png,What direction does the circle move in the frame?,down,up|left|right
00000111,down/circle_green_099.png,What direction does the circle move in the frame?,down,up|left|right
00000112,down/circle_green_108.png,What direction does the circle move in the frame?,down,up|left|right
00000113,down/circle_green_109.png,What direction does the circle move in the frame?,down,up|left|right
00000114,down/circle_green_111.png,What direction does the circle move in the frame?,down,up|left|right
00000115,down/circle_green_112.png,What direction does the circle move in the frame?,down,up|left|right
00000116,down/circle_green_113.png,What direction does the circle move in the frame?,down,up|left|right
00000117,down/circle_green_123.png,What direction does the circle move in the frame?,down,up|left|right
00000118,down/circle_green_130.png,What direction does the circle move in the frame?,down,up|left|right
00000119,down/circle_green_140.png,What direction does the circle move in the frame?,down,up|left|right
00000120,down/circle_green_142.png,What direction does the circle move in the frame?,down,up|left|right
00000121,down/circle_navy_002.png,What direction does the circle move in the frame?,down,up|left|right
00000122,down/circle_navy_004.png,What direction does the circle move in the frame?,down,up|left|right
00000123,down/circle_navy_005.png,What direction does the circle move in the frame?,down,up|left|right
00000124,down/circle_navy_024.png,What direction does the circle move in the frame?,down,up|left|right
00000125,down/circle_navy_027.png,What direction does the circle move in the frame?,down,up|left|right
00000126,down/circle_navy_028.png,What direction does the circle move in the frame?,down,up|left|right
00000127,down/circle_navy_039.png,What direction does the circle move in the frame?,down,up|left|right
00000128,down/circle_navy_045.png,What direction does the circle move in the frame?,down,up|left|right
00000129,down/circle_navy_046.png,What direction does the circle move in the frame?,down,up|left|right
00000130,down/circle_navy_049.png,What direction does the circle move in the frame?,down,up|left|right
00000131,down/circle_navy_050.png,What direction does the circle move in the frame?,down,up|left|right
00000132,down/circle_navy_053.png,What direction does the circle move in the frame?,down,up|left|right
00000133,down/circle_navy_054.png,What direction does the circle move in the frame?,down,up|left|right
00000134,down/circle_navy_058.png,What direction does the circle move in the frame?,down,up|left|right
00000135,down/circle_navy_061.png,What direction does the circle move in the frame?,down,up|left|right
00000136,down/circle_navy_063.png,What direction does the circle move in the frame?,down,up|left|right
00000137,down/circle_navy_083.png,What direction does the circle move in the frame?,down,up|left|right
00000138,down/circle_navy_089.png,What direction does the circle move in the frame?,down,up|left|right
00000139,down/circle_navy_090.png,What direction does the circle move in the frame?,down,up|left|right
00000140,down/circle_navy_093.png,What direction does the circle move in the frame?,down,up|left|right
00000141,down/circle_navy_095.png,What direction does the circle move in the frame?,down,up|left|right
00000142,down/circle_navy_100.png,What direction does the circle move in the frame?,down,up|left|right
00000143,down/circle_navy_106.png,What direction does the circle move in the frame?,down,up|left|right
00000144,down/circle_navy_108.png,What direction does the circle move in the frame?,down,up|left|right
00000145,down/circle_navy_109.png,What direction does the circle move in the frame?,down,up|left|right
00000146,down/circle_navy_120.png,What direction does the circle move in the frame?,down,up|left|right
00000147,down/circle_navy_129.png,What direction does the circle move in the frame?,down,up|left|right
00000148,down/circle_navy_135.png,What direction does the circle move in the frame?,down,up|left|right
00000149,down/circle_navy_144.png,What direction does the circle move in the frame?,down,up|left|right
00000150,down/circle_navy_150.png,What direction does the circle move in the frame?,down,up|left|right
00000151,down/circle_orange_004.png,What direction does the circle move in the frame?,down,up|left|right
00000152,down/circle_orange_005.png,What direction does the circle move in the frame?,down,up|left|right
00000153,down/circle_orange_007.png,What direction does the circle move in the frame?,down,up|left|right
00000154,down/circle_orange_008.png,What direction does the circle move in the frame?,down,up|left|right
00000155,down/circle_orange_012.png,What direction does the circle move in the frame?,down,up|left|right
00000156,down/circle_orange_017.png,What direction does the circle move in the frame?,down,up|left|right
00000157,down/circle_orange_021.png,What direction does the circle move in the frame?,down,up|left|right
00000158,down/circle_orange_035.png,What direction does the circle move in the frame?,down,up|left|right
00000159,down/circle_orange_038.png,What direction does the circle move in the frame?,down,up|left|right
00000160,down/circle_orange_044.png,What direction does the circle move in the frame?,down,up|left|right
00000161,down/circle_orange_050.png,What direction does the circle move in the frame?,down,up|left|right
00000162,down/circle_orange_055.png,What direction does the circle move in the frame?,down,up|left|right
00000163,down/circle_orange_061.png,What direction does the circle move in the frame?,down,up|left|right
00000164,down/circle_orange_065.png,What direction does the circle move in the frame?,down,up|left|right
00000165,down/circle_orange_079.png,What direction does the circle move in the frame?,down,up|left|right
00000166,down/circle_orange_084.png,What direction does the circle move in the frame?,down,up|left|right
00000167,down/circle_orange_088.png,What direction does the circle move in the frame?,down,up|left|right
00000168,down/circle_orange_092.png,What direction does the circle move in the frame?,down,up|left|right
00000169,down/circle_orange_099.png,What direction does the circle move in the frame?,down,up|left|right
00000170,down/circle_orange_101.png,What direction does the circle move in the frame?,down,up|left|right
00000171,down/circle_orange_105.png,What direction does the circle move in the frame?,down,up|left|right
00000172,down/circle_orange_108.png,What direction does the circle move in the frame?,down,up|left|right
00000173,down/circle_orange_109.png,What direction does the circle move in the frame?,down,up|left|right
00000174,down/circle_orange_112.png,What direction does the circle move in the frame?,down,up|left|right
00000175,down/circle_orange_120.png,What direction does the circle move in the frame?,down,up|left|right
00000176,down/circle_orange_125.png,What direction does the circle move in the frame?,down,up|left|right
00000177,down/circle_orange_127.png,What direction does the circle move in the frame?,down,up|left|right
00000178,down/circle_orange_136.png,What direction does the circle move in the frame?,down,up|left|right
00000179,down/circle_orange_142.png,What direction does the circle move in the frame?,down,up|left|right
00000180,down/circle_orange_144.png,What direction does the circle move in the frame?,down,up|left|right
00000181,down/circle_pink_001.png,What direction does the circle move in the frame?,down,up|left|right
00000182,down/circle_pink_005.png,What direction does the circle move in the frame?,down,up|left|right
00000183,down/circle_pink_025.png,What direction does the circle move in the frame?,down,up|left|right
00000184,down/circle_pink_026.png,What direction does the circle move in the frame?,down,up|left|right
00000185,down/circle_pink_037.png,What direction does the circle move in the frame?,down,up|left|right
00000186,down/circle_pink_042.png,What direction does the circle move in the frame?,down,up|left|right
00000187,down/circle_pink_052.png,What direction does the circle move in the frame?,down,up|left|right
00000188,down/circle_pink_057.png,What direction does the circle move in the frame?,down,up|left|right
00000189,down/circle_pink_058.png,What direction does the circle move in the frame?,down,up|left|right
00000190,down/circle_pink_063.png,What direction does the circle move in the frame?,down,up|left|right
00000191,down/circle_pink_065.png,What direction does the circle move in the frame?,down,up|left|right
00000192,down/circle_pink_076.png,What direction does the circle move in the frame?,down,up|left|right
00000193,down/circle_pink_084.png,What direction does the circle move in the frame?,down,up|left|right
00000194,down/circle_pink_089.png,What direction does the circle move in the frame?,down,up|left|right
00000195,down/circle_pink_093.png,What direction does the circle move in the frame?,down,up|left|right
00000196,down/circle_pink_097.png,What direction does the circle move in the frame?,down,up|left|right
00000197,down/circle_pink_104.png,What direction does the circle move in the frame?,down,up|left|right
00000198,down/circle_pink_108.png,What direction does the circle move in the frame?,down,up|left|right
00000199,down/circle_pink_109.png,What direction does the circle move in the frame?,down,up|left|right
00000200,down/circle_pink_110.png,What direction does the circle move in the frame?,down,up|left|right
00000201,down/circle_pink_111.png,What direction does the circle move in the frame?,down,up|left|right
00000202,down/circle_pink_114.png,What direction does the circle move in the frame?,down,up|left|right
00000203,down/circle_pink_118.png,What direction does the circle move in the frame?,down,up|left|right
00000204,down/circle_pink_124.png,What direction does the circle move in the frame?,down,up|left|right
00000205,down/circle_pink_129.png,What direction does the circle move in the frame?,down,up|left|right
00000206,down/circle_pink_134.png,What direction does the circle move in the frame?,down,up|left|right
00000207,down/circle_pink_136.png,What direction does the circle move in the frame?,down,up|left|right
00000208,down/circle_pink_140.png,What direction does the circle move in the frame?,down,up|left|right
00000209,down/circle_pink_143.png,What direction does the circle move in the frame?,down,up|left|right
00000210,down/circle_pink_148.png,What direction does the circle move in the frame?,down,up|left|right
00000211,down/circle_purple_013.png,What direction does the circle move in the frame?,down,up|left|right
00000212,down/circle_purple_014.png,What direction does the circle move in the frame?,down,up|left|right
00000213,down/circle_purple_016.png,What direction does the circle move in the frame?,down,up|left|right
00000214,down/circle_purple_018.png,What direction does the circle move in the frame?,down,up|left|right
00000215,down/circle_purple_019.png,What direction does the circle move in the frame?,down,up|left|right
00000216,down/circle_purple_021.png,What direction does the circle move in the frame?,down,up|left|right
00000217,down/circle_purple_026.png,What direction does the circle move in the frame?,down,up|left|right
00000218,down/circle_purple_031.png,What direction does the circle move in the frame?,down,up|left|right
00000219,down/circle_purple_033.png,What direction does the circle move in the frame?,down,up|left|right
00000220,down/circle_purple_039.png,What direction does the circle move in the frame?,down,up|left|right
00000221,down/circle_purple_064.png,What direction does the circle move in the frame?,down,up|left|right
00000222,down/circle_purple_065.png,What direction does the circle move in the frame?,down,up|left|right
00000223,down/circle_purple_073.png,What direction does the circle move in the frame?,down,up|left|right
00000224,down/circle_purple_075.png,What direction does the circle move in the frame?,down,up|left|right
00000225,down/circle_purple_077.png,What direction does the circle move in the frame?,down,up|left|right
00000226,down/circle_purple_085.png,What direction does the circle move in the frame?,down,up|left|right
00000227,down/circle_purple_088.png,What direction does the circle move in the frame?,down,up|left|right
00000228,down/circle_purple_092.png,What direction does the circle move in the frame?,down,up|left|right
00000229,down/circle_purple_093.png,What direction does the circle move in the frame?,down,up|left|right
00000230,down/circle_purple_095.png,What direction does the circle move in the frame?,down,up|left|right
00000231,down/circle_purple_102.png,What direction does the circle move in the frame?,down,up|left|right
00000232,down/circle_purple_103.png,What direction does the circle move in the frame?,down,up|left|right
00000233,down/circle_purple_104.png,What direction does the circle move in the frame?,down,up|left|right
00000234,down/circle_purple_107.png,What direction does the circle move in the frame?,down,up|left|right
00000235,down/circle_purple_116.png,What direction does the circle move in the frame?,down,up|left|right
00000236,down/circle_purple_117.png,What direction does the circle move in the frame?,down,up|left|right
00000237,down/circle_purple_123.png,What direction does the circle move in the frame?,down,up|left|right
00000238,down/circle_purple_129.png,What direction does the circle move in the frame?,down,up|left|right
00000239,down/circle_purple_139.png,What direction does the circle move in the frame?,down,up|left|right
00000240,down/circle_purple_150.png,What direction does the circle move in the frame?,down,up|left|right
00000241,down/circle_red_001.png,What direction does the circle move in the frame?,down,up|left|right
00000242,down/circle_red_003.png,What direction does the circle move in the frame?,down,up|left|right
00000243,down/circle_red_006.png,What direction does the circle move in the frame?,down,up|left|right
00000244,down/circle_red_010.png,What direction does the circle move in the frame?,down,up|left|right
00000245,down/circle_red_011.png,What direction does the circle move in the frame?,down,up|left|right
00000246,down/circle_red_017.png,What direction does the circle move in the frame?,down,up|left|right
00000247,down/circle_red_018.png,What direction does the circle move in the frame?,down,up|left|right
00000248,down/circle_red_020.png,What direction does the circle move in the frame?,down,up|left|right
00000249,down/circle_red_022.png,What direction does the circle move in the frame?,down,up|left|right
00000250,down/circle_red_025.png,What direction does the circle move in the frame?,down,up|left|right
00000251,down/circle_red_027.png,What direction does the circle move in the frame?,down,up|left|right
00000252,down/circle_red_028.png,What direction does the circle move in the frame?,down,up|left|right
00000253,down/circle_red_038.png,What direction does the circle move in the frame?,down,up|left|right
00000254,down/circle_red_043.png,What direction does the circle move in the frame?,down,up|left|right
00000255,down/circle_red_054.png,What direction does the circle move in the frame?,down,up|left|right
00000256,down/circle_red_063.png,What direction does the circle move in the frame?,down,up|left|right
00000257,down/circle_red_069.png,What direction does the circle move in the frame?,down,up|left|right
00000258,down/circle_red_080.png,What direction does the circle move in the frame?,down,up|left|right
00000259,down/circle_red_082.png,What direction does the circle move in the frame?,down,up|left|right
00000260,down/circle_red_087.png,What direction does the circle move in the frame?,down,up|left|right
00000261,down/circle_red_090.png,What direction does the circle move in the frame?,down,up|left|right
00000262,down/circle_red_094.png,What direction does the circle move in the frame?,down,up|left|right
00000263,down/circle_red_099.png,What direction does the circle move in the frame?,down,up|left|right
00000264,down/circle_red_109.png,What direction does the circle move in the frame?,down,up|left|right
00000265,down/circle_red_113.png,What direction does the circle move in the frame?,down,up|left|right
00000266,down/circle_red_115.png,What direction does the circle move in the frame?,down,up|left|right
00000267,down/circle_red_126.png,What direction does the circle move in the frame?,down,up|left|right
00000268,down/circle_red_133.png,What direction does the circle move in the frame?,down,up|left|right
00000269,down/circle_red_139.png,What direction does the circle move in the frame?,down,up|left|right
00000270,down/circle_red_147.png,What direction does the circle move in the frame?,down,up|left|right
00000271,down/circle_yellow_006.png,What direction does the circle move in the frame?,down,up|left|right
00000272,down/circle_yellow_016.png,What direction does the circle move in the frame?,down,up|left|right
00000273,down/circle_yellow_018.png,What direction does the circle move in the frame?,down,up|left|right
00000274,down/circle_yellow_019.png,What direction does the circle move in the frame?,down,up|left|right
00000275,down/circle_yellow_020.png,What direction does the circle move in the frame?,down,up|left|right
00000276,down/circle_yellow_025.png,What direction does the circle move in the frame?,down,up|left|right
00000277,down/circle_yellow_034.png,What direction does the circle move in the frame?,down,up|left|right
00000278,down/circle_yellow_037.png,What direction does the circle move in the frame?,down,up|left|right
00000279,down/circle_yellow_042.png,What direction does the circle move in the frame?,down,up|left|right
00000280,down/circle_yellow_043.png,What direction does the circle move in the frame?,down,up|left|right
00000281,down/circle_yellow_053.png,What direction does the circle move in the frame?,down,up|left|right
00000282,down/circle_yellow_058.png,What direction does the circle move in the frame?,down,up|left|right
00000283,down/circle_yellow_063.png,What direction does the circle move in the frame?,down,up|left|right
00000284,down/circle_yellow_064.png,What direction does the circle move in the frame?,down,up|left|right
00000285,down/circle_yellow_068.png,What direction does the circle move in the frame?,down,up|left|right
00000286,down/circle_yellow_070.png,What direction does the circle move in the frame?,down,up|left|right
00000287,down/circle_yellow_073.png,What direction does the circle move in the frame?,down,up|left|right
00000288,down/circle_yellow_077.png,What direction does the circle move in the frame?,down,up|left|right
00000289,down/circle_yellow_080.png,What direction does the circle move in the frame?,down,up|left|right
00000290,down/circle_yellow_086.png,What direction does the circle move in the frame?,down,up|left|right
00000291,down/circle_yellow_091.png,What direction does the circle move in the frame?,down,up|left|right
00000292,down/circle_yellow_102.png,What direction does the circle move in the frame?,down,up|left|right
00000293,down/circle_yellow_105.png,What direction does the circle move in the frame?,down,up|left|right
00000294,down/circle_yellow_107.png,What direction does the circle move in the frame?,down,up|left|right
00000295,down/circle_yellow_112.png,What direction does the circle move in the frame?,down,up|left|right
00000296,down/circle_yellow_125.png,What direction does the circle move in the frame?,down,up|left|right
00000297,down/circle_yellow_127.png,What direction does the circle move in the frame?,down,up|left|right
00000298,down/circle_yellow_131.png,What direction does the circle move in the frame?,down,up|left|right
00000299,down/circle_yellow_138.png,What direction does the circle move in the frame?,down,up|left|right
00000300,down/circle_yellow_141.png,What direction does the circle move in the frame?,down,up|left|right
00000301,down/cross_blue_012.png,What direction does the circle move in the frame?,down,up|left|right
00000302,down/cross_blue_017.png,What direction does the circle move in the frame?,down,up|left|right
00000303,down/cross_blue_030.png,What direction does the circle move in the frame?,down,up|left|right
00000304,down/cross_blue_031.png,What direction does the circle move in the frame?,down,up|left|right
00000305,down/cross_blue_033.png,What direction does the circle move in the frame?,down,up|left|right
00000306,down/cross_blue_037.png,What direction does the circle move in the frame?,down,up|left|right
00000307,down/cross_blue_046.png,What direction does the circle move in the frame?,down,up|left|right
00000308,down/cross_blue_047.png,What direction does the circle move in the frame?,down,up|left|right
00000309,down/cross_blue_051.png,What direction does the circle move in the frame?,down,up|left|right
00000310,down/cross_blue_058.png,What direction does the circle move in the frame?,down,up|left|right
00000311,down/cross_blue_061.png,What direction does the circle move in the frame?,down,up|left|right
00000312,down/cross_blue_064.png,What direction does the circle move in the frame?,down,up|left|right
00000313,down/cross_blue_066.png,What direction does the circle move in the frame?,down,up|left|right
00000314,down/cross_blue_074.png,What direction does the circle move in the frame?,down,up|left|right
00000315,down/cross_blue_077.png,What direction does the circle move in the frame?,down,up|left|right
00000316,down/cross_blue_080.png,What direction does the circle move in the frame?,down,up|left|right
00000317,down/cross_blue_090.png,What direction does the circle move in the frame?,down,up|left|right
00000318,down/cross_blue_097.png,What direction does the circle move in the frame?,down,up|left|right
00000319,down/cross_blue_103.png,What direction does the circle move in the frame?,down,up|left|right
00000320,down/cross_blue_106.png,What direction does the circle move in the frame?,down,up|left|right
00000321,down/cross_blue_108.png,What direction does the circle move in the frame?,down,up|left|right
00000322,down/cross_blue_112.png,What direction does the circle move in the frame?,down,up|left|right
00000323,down/cross_blue_117.png,What direction does the circle move in the frame?,down,up|left|right
00000324,down/cross_blue_118.png,What direction does the circle move in the frame?,down,up|left|right
00000325,down/cross_blue_123.png,What direction does the circle move in the frame?,down,up|left|right
00000326,down/cross_blue_127.png,What direction does the circle move in the frame?,down,up|left|right
00000327,down/cross_blue_133.png,What direction does the circle move in the frame?,down,up|left|right
00000328,down/cross_blue_137.png,What direction does the circle move in the frame?,down,up|left|right
00000329,down/cross_blue_139.png,What direction does the circle move in the frame?,down,up|left|right
00000330,down/cross_blue_140.png,What direction does the circle move in the frame?,down,up|left|right
00000331,down/cross_brown_001.png,What direction does the circle move in the frame?,down,up|left|right
00000332,down/cross_brown_005.png,What direction does the circle move in the frame?,down,up|left|right
00000333,down/cross_brown_012.png,What direction does the circle move in the frame?,down,up|left|right
00000334,down/cross_brown_019.png,What direction does the circle move in the frame?,down,up|left|right
00000335,down/cross_brown_046.png,What direction does the circle move in the frame?,down,up|left|right
00000336,down/cross_brown_047.png,What direction does the circle move in the frame?,down,up|left|right
00000337,down/cross_brown_054.png,What direction does the circle move in the frame?,down,up|left|right
00000338,down/cross_brown_060.png,What direction does the circle move in the frame?,down,up|left|right
00000339,down/cross_brown_063.png,What direction does the circle move in the frame?,down,up|left|right
00000340,down/cross_brown_064.png,What direction does the circle move in the frame?,down,up|left|right
00000341,down/cross_brown_071.png,What direction does the circle move in the frame?,down,up|left|right
00000342,down/cross_brown_072.png,What direction does the circle move in the frame?,down,up|left|right
00000343,down/cross_brown_076.png,What direction does the circle move in the frame?,down,up|left|right
00000344,down/cross_brown_085.png,What direction does the circle move in the frame?,down,up|left|right
00000345,down/cross_brown_094.png,What direction does the circle move in the frame?,down,up|left|right
00000346,down/cross_brown_097.png,What direction does the circle move in the frame?,down,up|left|right
00000347,down/cross_brown_098.png,What direction does the circle move in the frame?,down,up|left|right
00000348,down/cross_brown_100.png,What direction does the circle move in the frame?,down,up|left|right
00000349,down/cross_brown_102.png,What direction does the circle move in the frame?,down,up|left|right
00000350,down/cross_brown_104.png,What direction does the circle move in the frame?,down,up|left|right
00000351,down/cross_brown_107.png,What direction does the circle move in the frame?,down,up|left|right
00000352,down/cross_brown_121.png,What direction does the circle move in the frame?,down,up|left|right
00000353,down/cross_brown_125.png,What direction does the circle move in the frame?,down,up|left|right
00000354,down/cross_brown_129.png,What direction does the circle move in the frame?,down,up|left|right
00000355,down/cross_brown_140.png,What direction does the circle move in the frame?,down,up|left|right
00000356,down/cross_brown_141.png,What direction does the circle move in the frame?,down,up|left|right
00000357,down/cross_brown_142.png,What direction does the circle move in the frame?,down,up|left|right
00000358,down/cross_brown_143.png,What direction does the circle move in the frame?,down,up|left|right
00000359,down/cross_brown_144.png,What direction does the circle move in the frame?,down,up|left|right
00000360,down/cross_brown_148.png,What direction does the circle move in the frame?,down,up|left|right
00000361,down/cross_cyan_008.png,What direction does the circle move in the frame?,down,up|left|right
00000362,down/cross_cyan_021.png,What direction does the circle move in the frame?,down,up|left|right
00000363,down/cross_cyan_024.png,What direction does the circle move in the frame?,down,up|left|right
00000364,down/cross_cyan_026.png,What direction does the circle move in the frame?,down,up|left|right
00000365,down/cross_cyan_040.png,What direction does the circle move in the frame?,down,up|left|right
00000366,down/cross_cyan_041.png,What direction does the circle move in the frame?,down,up|left|right
00000367,down/cross_cyan_053.png,What direction does the circle move in the frame?,down,up|left|right
